id,pop,shop,brand,container,capacity,price,quantity
455,672130,shop_1,gazoza,plastic,1.5lt,1.26,29018
456,672130,shop_1,gazoza,can,330ml,0.3,69978
457,672130,shop_1,lemon-boost,glass,500ml,0.85,28187
458,672130,shop_1,lemon-boost,plastic,1.5lt,2.46,13487
459,134219,shop_2,kinder-cola,glass,500ml,1.41,18822
460,134219,shop_2,kinder-cola,plastic,1.5lt,3.46,12345
461,134219,shop_2,kinder-cola,can,330ml,0.82,26193
462,134219,shop_2,adult-cola,glass,500ml,1.35,24140
463,134219,shop_2,adult-cola,plastic,1.5lt,3.11,17879
464,134219,shop_2,adult-cola,can,330ml,0.54,53237
465,134219,shop_2,orange-power,glass,500ml,0.55,79163
466,134219,shop_2,orange-power,can,330ml,0.42,62576
467,134219,shop_2,gazoza,plastic,1.5lt,0.88,47534
468,134219,shop_2,gazoza,can,330ml,0.21,113603
469,134219,shop_2,lemon-boost,glass,500ml,0.78,41490
470,134219,shop_2,lemon-boost,plastic,1.5lt,1.67,31387
471,134219,shop_2,lemon-boost,can,330ml,0.63,29075
472,164250,shop_6,kinder-cola,glass,500ml,1.02,41329
473,164250,shop_6,kinder-cola,plastic,1.5lt,3.68,15229
474,164250,shop_6,kinder-cola,can,330ml,0.81,34974
475,164250,shop_6,adult-cola,glass,500ml,1.2,33220
476,164250,shop_6,adult-cola,can,330ml,0.57,62364
477,164250,shop_6,orange-power,glass,500ml,0.62,92832
478,164250,shop_6,orange-power,plastic,1.5lt,1.8,43194
479,164250,shop_6,orange-power,can,330ml,0.33,105630
480,164250,shop_6,gazoza,glass,500ml,0.45,144973
481,164250,shop_6,gazoza,can,330ml,0.31,102517
482,164250,shop_6,lemon-boost,glass,500ml,1.04,36723
483,164250,shop_6,lemon-boost,plastic,1.5lt,1.88,29172
484,164250,shop_6,lemon-boost,can,330ml,0.56,47327
485,346502,shop_4,kinder-cola,glass,500ml,1.24,23369
486,346502,shop_4,kinder-cola,plastic,1.5lt,2.84,19691
487,346502,shop_4,adult-cola,glass,500ml,1.15,33194
488,346502,shop_4,adult-cola,plastic,1.5lt,3.15,20410
489,346502,shop_4,adult-cola,can,330ml,0.79,34026
490,346502,shop_4,orange-power,glass,500ml,0.96,34944
491,346502,shop_4,orange-power,plastic,1.5lt,1.93,34175
492,346502,shop_4,orange-power,can,330ml,0.32,87945
493,346502,shop_4,gazoza,plastic,1.5lt,1.1,39616
494,346502,shop_4,gazoza,can,330ml,0.32,79847
495,346502,shop_4,lemon-boost,glass,500ml,0.83,37402
496,346502,shop_4,lemon-boost,plastic,1.5lt,2.33,21874
497,672130,shop_3,kinder-cola,glass,500ml,1.34,14594
498,672130,shop_3,kinder-cola,plastic,1.5lt,3.45,8156
499,672130,shop_3,kinder-cola,can,330ml,0.94,13154
500,672130,shop_3,adult-cola,glass,500ml,1.19,17967
501,672130,shop_3,adult-cola,plastic,1.5lt,2.35,22374
502,672130,shop_3,adult-cola,can,330ml,0.71,25694
503,672130,shop_3,orange-power,glass,500ml,0.75,40235
504,672130,shop_3,orange-power,plastic,1.5lt,1.82,22500
505,672130,shop_3,orange-power,can,330ml,0.34,53407
506,672130,shop_3,gazoza,glass,500ml,0.63,37339
507,672130,shop_3,gazoza,plastic,1.5lt,0.54,45876
508,672130,shop_3,gazoza,can,330ml,0.29,57740
509,672130,shop_3,lemon-boost,plastic,1.5lt,1.54,16568
510,137540,shop_5,kinder-cola,glass,500ml,1.36,12592
511,137540,shop_5,kinder-cola,plastic,1.5lt,3.44,9485
512,137540,shop_5,kinder-cola,can,330ml,0.75,18503
513,137540,shop_5,adult-cola,glass,500ml,1.28,18944
514,137540,shop_5,adult-cola,plastic,1.5lt,2.94,15340
515,137540,shop_5,orange-power,glass,500ml,0.73,43899
516,137540,shop_5,orange-power,plastic,1.5lt,1.33,43447
517,137540,shop_5,orange-power,can,330ml,0.43,38126
518,137540,shop_5,gazoza,glass,500ml,0.57,48890
519,137540,shop_5,gazoza,plastic,1.5lt,1.05,30098
520,137540,shop_5,gazoza,can,330ml,0.32,56729
521,137540,shop_5,lemon-boost,glass,500ml,0.77,32484
522,137540,shop_5,lemon-boost,plastic,1.5lt,2.25,17108
523,137540,shop_5,lemon-boost,can,330ml,0.49,32283
524,672130,shop_1,gazoza,glass,500ml,0.54,60876
525,164250,shop_6,adult-cola,plastic,1.5lt,1.86,45050
526,346502,shop_4,kinder-cola,can,330ml,0.81,23986
527,672130,shop_1,adult-cola,plastic,1.5lt,1.5,29408
528,672130,shop_1,lemon-boost,can,330ml,0.5,32489
529,672130,shop_1,kinder-cola,plastic,1.5lt,3.81,8949
530,346502,shop_4,gazoza,glass,500ml,0.6,63280
531,672130,shop_3,lemon-boost,can,330ml,0.54,28763
532,672130,shop_3,lemon-boost,glass,500ml,0.96,20029
533,134219,shop_2,orange-power,plastic,1.5lt,1.81,34967
534,137540,shop_5,adult-cola,can,330ml,0.73,29439
535,672130,shop_1,orange-power,glass,500ml,0.78,42218
536,346502,shop_4,lemon-boost,can,330ml,0.58,33836
537,134219,shop_2,gazoza,glass,500ml,0.46,88605
538,164250,shop_6,gazoza,plastic,1.5lt,0.93,62943
539,672130,shop_1,kinder-cola,can,330ml,0.56,26492
540,672130,shop_1,kinder-cola,glass,500ml,1.16,21950
541,672130,shop_1,kinder-cola,plastic,1.5lt,2.36,19372
542,672130,shop_1,kinder-cola,can,330ml,0.54,35754
543,672130,shop_1,adult-cola,plastic,1.5lt,2.82,18828
544,672130,shop_1,adult-cola,can,330ml,0.69,38842
545,672130,shop_1,orange-power,glass,500ml,0.8,45133
546,672130,shop_1,orange-power,can,330ml,0.41,66930
547,672130,shop_1,gazoza,glass,500ml,0.43,91220
548,672130,shop_1,gazoza,plastic,1.5lt,0.22,85465
549,672130,shop_1,gazoza,can,330ml,0.22,86420
550,672130,shop_1,lemon-boost,glass,500ml,0.87,37102
551,672130,shop_1,lemon-boost,plastic,1.5lt,2.69,13063
552,672130,shop_1,lemon-boost,can,330ml,0.65,24706
553,134219,shop_2,kinder-cola,plastic,1.5lt,3.17,17780
554,134219,shop_2,kinder-cola,can,330ml,0.79,25689
555,134219,shop_2,adult-cola,glass,500ml,1.06,39938
556,134219,shop_2,adult-cola,plastic,1.5lt,2.57,24060
557,134219,shop_2,adult-cola,can,330ml,0.68,43018
558,134219,shop_2,orange-power,glass,500ml,0.87,55919
559,134219,shop_2,orange-power,plastic,1.5lt,1.92,29726
560,134219,shop_2,orange-power,can,330ml,0.54,46344
561,134219,shop_2,gazoza,glass,500ml,0.59,69696
562,134219,shop_2,gazoza,plastic,1.5lt,0.67,71805
563,134219,shop_2,gazoza,can,330ml,0.22,145287
564,134219,shop_2,lemon-boost,glass,500ml,0.91,40870
565,134219,shop_2,lemon-boost,plastic,1.5lt,2.09,23622
566,164250,shop_6,kinder-cola,glass,500ml,1.35,30386
567,164250,shop_6,kinder-cola,plastic,1.5lt,2.12,33050
568,164250,shop_6,adult-cola,glass,500ml,1.13,51810
569,164250,shop_6,adult-cola,plastic,1.5lt,2.78,33582
570,164250,shop_6,adult-cola,can,330ml,0.79,44463
571,164250,shop_6,orange-power,glass,500ml,0.74,84040
572,164250,shop_6,orange-power,plastic,1.5lt,1.48,67983
573,164250,shop_6,orange-power,can,330ml,0.49,78816
574,164250,shop_6,gazoza,glass,500ml,0.52,118467
575,164250,shop_6,gazoza,plastic,1.5lt,0.86,82174
576,164250,shop_6,lemon-boost,glass,500ml,0.91,48616
577,164250,shop_6,lemon-boost,,1.5lt,2.16,33800
578,164250,shop_6,lemon-boost,can,330ml,0.53,58459
579,346502,shop_4,kinder-cola,glass,500ml,1.27,25177
580,346502,shop_4,kinder-cola,plastic,1.5lt,3.43,16395
581,346502,shop_4,kinder-cola,can,330ml,0.74,28099
582,346502,shop_4,adult-cola,glass,500ml,1.11,38230
583,346502,shop_4,adult-cola,plastic,1.5lt,2.57,30092
584,346502,shop_4,adult-cola,can,330ml,0.76,37698
585,346502,shop_4,orange-power,glass,500ml,0.7,64685
586,346502,shop_4,orange-power,plastic,1.5lt,1.61,45682
587,346502,shop_4,orange-power,can,330ml,0.6,39339
588,346502,shop_4,gazoza,glass,500ml,0.52,90780
589,346502,shop_4,gazoza,plastic,1.5lt,0.47,99637
590,346502,shop_4,gazoza,can,330ml,0.29,92431
591,346502,shop_4,lemon-boost,glass,500ml,0.72,52300
592,346502,shop_4,lemon-boost,plastic,1.5lt,2.34,24322
593,346502,shop_4,lemon-boost,can,330ml,0.49,51993
594,672130,shop_3,kinder-cola,plastic,1.5lt,3.4,9206
595,672130,shop_3,adult-cola,glass,500ml,1.26,19378
596,672130,shop_3,adult-cola,plastic,1.5lt,1.56,21879
597,672130,shop_3,orange-power,glass,500ml,0.75,49825
598,672130,shop_3,orange-power,can,330ml,0.56,36715
599,672130,shop_3,gazoza,glass,500ml,0.5,65396
600,672130,shop_3,gazoza,plastic,1.5lt,0.73,41012
601,672130,shop_3,gazoza,can,330ml,0.29,59667
602,672130,shop_3,lemon-boost,glass,500ml,0.91,24917
603,672130,shop_3,lemon-boost,plastic,1.5lt,2.03,14983
604,672130,shop_3,lemon-boost,can,330ml,0.5,35390
605,137540,shop_5,kinder-cola,glass,500ml,1.22,18264
606,137540,shop_5,kinder-cola,plastic,1.5lt,3.68,11017
607,137540,shop_5,kinder-cola,can,330ml,0.85,14781
608,137540,shop_5,adult-cola,glass,500ml,1.36,19730
609,137540,shop_5,adult-cola,plastic,1.5lt,2.47,22802
610,137540,shop_5,adult-cola,can,330ml,0.83,24576
611,137540,shop_5,orange-power,glass,500ml,0.93,29901
612,137540,shop_5,orange-power,plastic,1.5lt,1.46,44282
613,137540,shop_5,orange-power,can,330ml,0.37,72218
614,137540,shop_5,gazoza,glass,500ml,0.41,71746
615,137540,shop_5,gazoza,plastic,1.5lt,1.06,34961
616,137540,shop_5,gazoza,can,330ml,0.39,28771
617,137540,shop_5,lemon-boost,glass,500ml,0.9,24488
618,137540,shop_5,lemon-boost,plastic,1.5lt,1.95,18032
619,137540,shop_5,lemon-boost,can,330ml,0.47,42119
620,164250,shop_6,kinder-cola,can,330ml,0.74,39130
621,672130,shop_3,kinder-cola,glass,500ml,1.19,17037
622,672130,shop_1,adult-cola,glass,500ml,1.19,22719
623,134219,shop_2,lemon-boost,can,330ml,0.59,36183
624,134219,shop_2,kinder-cola,glass,500ml,1.25,25261
625,164250,shop_6,gazoza,can,330ml,0.22,142857
626,672130,shop_3,kinder-cola,can,330ml,0.58,27125
627,672130,shop_1,orange-power,plastic,1.5lt,1.72,26962
628,672130,shop_3,orange-power,plastic,1.5lt,1.7,33843
629,672130,shop_3,adult-cola,can,330ml,0.75,27085
630,672130,shop_1,kinder-cola,glass,500ml,1.39,14036
631,672130,shop_1,adult-cola,glass,500ml,1.34,17626
632,672130,shop_1,adult-cola,can,330ml,0.81,20893
633,672130,shop_1,orange-power,glass,500ml,0.7,47327
634,672130,shop_1,orange-power,plastic,1.5lt,1.39,32985
635,672130,shop_1,orange-power,can,330ml,0.45,49702
636,672130,shop_1,gazoza,glass,500ml,0.72,26581
637,672130,shop_1,gazoza,plastic,1.5lt,0.56,58213
638,134219,shop_2,kinder-cola,glass,500ml,1.3,17352
639,134219,shop_2,kinder-cola,plastic,1.5lt,3.52,12146
640,134219,shop_2,kinder-cola,can,330ml,0.87,18083
641,134219,shop_2,adult-cola,glass,500ml,1.36,22693
642,134219,shop_2,adult-cola,plastic,1.5lt,3.11,19079
643,134219,shop_2,adult-cola,can,330ml,0.71,30002
644,134219,shop_2,orange-power,glass,500ml,0.63,60576
645,134219,shop_2,orange-power,can,330ml,0.38,64891
646,134219,shop_2,gazoza,glass,500ml,0.45,83762
647,134219,shop_2,gazoza,can,330ml,0.37,44337
648,134219,shop_2,lemon-boost,glass,500ml,0.93,29998
649,134219,shop_2,lemon-boost,can,330ml,0.54,36465
650,164250,shop_6,kinder-cola,glass,500ml,1.3,26601
651,164250,shop_6,kinder-cola,plastic,1.5lt,3.15,18410
652,164250,shop_6,kinder-cola,can,330ml,0.79,33723
653,164250,shop_6,adult-cola,glass,500ml,1.2,43742
654,164250,shop_6,adult-cola,plastic,1.5lt,2.03,43546
655,164250,shop_6,adult-cola,can,330ml,0.81,35833
656,164250,shop_6,orange-power,plastic,1.5lt,1.5,42531
657,164250,shop_6,orange-power,can,330ml,0.44,72708
658,164250,shop_6,gazoza,plastic,1.5lt,0.76,72811
659,164250,shop_6,gazoza,can,330ml,0.3,100600
660,164250,shop_6,lemon-boost,plastic,1.5lt,1.89,34201
661,164250,shop_6,lemon-boost,can,330ml,0.6,45882
662,346502,shop_4,kinder-cola,glass,500ml,1.19,22061
663,346502,shop_4,kinder-cola,plastic,1.5lt,2.62,18775
664,346502,shop_4,kinder-cola,can,330ml,0.85,20067
665,346502,shop_4,adult-cola,glass,500ml,1.26,31373
666,346502,shop_4,adult-cola,plastic,1.5lt,2.38,27911
667,346502,shop_4,adult-cola,can,330ml,0.77,30519
668,346502,shop_4,orange-power,plastic,1.5lt,1.27,50047
669,346502,shop_4,orange-power,can,330ml,0.43,61450
670,346502,shop_4,gazoza,glass,500ml,0.63,60703
671,346502,shop_4,gazoza,plastic,1.5lt,0.97,49616
672,346502,shop_4,gazoza,can,330ml,0.27,100164
673,346502,shop_4,lemon-boost,glass,500ml,1.01,29721
674,346502,shop_4,lemon-boost,plastic,1.5lt,2.15,25579
675,672130,shop_3,kinder-cola,glass,500ml,1.19,15223
676,672130,shop_3,kinder-cola,plastic,1.5lt,2.73,11373
677,672130,shop_3,kinder-cola,can,330ml,0.66,20328
678,672130,shop_3,adult-cola,glass,500ml,1.14,19120
679,672130,shop_3,adult-cola,plastic,1.5lt,2.39,17333
680,672130,shop_3,orange-power,glass,500ml,0.94,19802
681,672130,shop_3,orange-power,plastic,1.5lt,2.04,14585
682,672130,shop_3,orange-power,can,330ml,0.52,26424
683,672130,shop_3,gazoza,glass,500ml,0.61,34845
684,672130,shop_3,gazoza,plastic,1.5lt,0.26,45913
685,672130,shop_3,gazoza,can,330ml,0.21,74902
686,672130,shop_3,lemon-boost,plastic,1.5lt,1.67,18311
687,672130,shop_3,lemon-boost,can,330ml,0.68,13181
688,137540,shop_5,kinder-cola,glass,500ml,1.35,12359
689,137540,shop_5,kinder-cola,can,330ml,0.77,18809
690,137540,shop_5,adult-cola,glass,500ml,0.82,35880
691,137540,shop_5,adult-cola,plastic,1.5lt,2.66,16499
692,137540,shop_5,adult-cola,can,330ml,0.84,18201
693,137540,shop_5,orange-power,glass,500ml,0.82,40594
694,137540,shop_5,orange-power,can,330ml,0.48,37204
695,137540,shop_5,gazoza,glass,500ml,0.51,46581
696,137540,shop_5,gazoza,plastic,1.5lt,0.85,38264
697,137540,shop_5,gazoza,can,330ml,0.2,72641
698,137540,shop_5,lemon-boost,glass,500ml,0.99,19249
699,137540,shop_5,lemon-boost,can,330ml,0.49,28004
700,672130,shop_3,lemon-boost,glass,500ml,0.97,20214
701,134219,shop_2,gazoza,plastic,1.5lt,0.93,41595
702,137540,shop_5,orange-power,plastic,1.5lt,1.05,31840
703,346502,shop_4,orange-power,glass,500ml,0.65,63796
704,672130,shop_1,kinder-cola,plastic,1.5lt,3.63,11100
705,672130,shop_1,lemon-boost,can,330ml,0.51,34484
706,164250,shop_6,lemon-boost,glass,500ml,0.8,57291
707,672130,shop_1,lemon-boost,plastic,1.5lt,2.2,17793
708,672130,shop_1,lemon-boost,glass,500ml,1.03,22849
709,164250,shop_6,orange-power,glass,500ml,0.73,60558
710,137540,shop_5,kinder-cola,plastic,1.5lt,2.28,15913
711,672130,shop_3,adult-cola,can,330ml,0.72,22070
712,134219,shop_2,lemon-boost,plastic,1.5lt,2.35,17288
713,672130,shop_1,gazoza,can,330ml,0.27,57779
714,164250,shop_6,gazoza,glass,500ml,0.48,119943
715,134219,shop_2,orange-power,plastic,1.5lt,1.31,44174
716,672130,shop_1,adult-cola,plastic,1.5lt,2.75,21446
717,137540,shop_5,lemon-boost,plastic,1.5lt,1.34,25413
718,672130,shop_1,kinder-cola,can,330ml,0.74,20816
719,346502,shop_4,lemon-boost,can,330ml,0.45,39196
720,672130,shop_1,kinder-cola,glass,500ml,1.27,11417
721,672130,shop_1,kinder-cola,plastic,1.5lt,2.9,12141
722,672130,shop_1,kinder-cola,can,330ml,0.58,21111
723,672130,shop_1,adult-cola,glass,500ml,0.92,27890
724,672130,shop_1,adult-cola,can,330ml,0.63,30580
725,672130,shop_1,orange-power,glass,500ml,0.68,57074
726,672130,shop_1,orange-power,plastic,1.5lt,2.1,17593
727,672130,shop_1,orange-power,can,330ml,0.48,38674
728,672130,shop_1,gazoza,glass,500ml,0.65,31812
729,672130,shop_1,gazoza,plastic,1.5lt,1.18,26959
730,672130,shop_1,gazoza,can,330ml,0.28,53922
731,672130,shop_1,lemon-boost,glass,500ml,0.97,19504
732,672130,shop_1,lemon-boost,plastic,1.5lt,2.19,14417
733,672130,shop_1,lemon-boost,can,330ml,0.41,34028
734,134219,shop_2,kinder-cola,glass,500ml,1.08,18163
735,134219,shop_2,kinder-cola,plastic,1.5lt,2.78,13776
736,134219,shop_2,kinder-cola,can,330ml,0.82,15742
737,134219,shop_2,adult-cola,glass,500ml,1.09,27885
738,134219,shop_2,adult-cola,plastic,1.5lt,3.23,12178
739,134219,shop_2,adult-cola,can,330ml,0.74,24024
740,134219,shop_2,orange-power,,500ml,0.64,54164
741,134219,shop_2,gazoza,glass,500ml,0.56,56264
742,134219,shop_2,gazoza,plastic,1.5lt,1.03,36672
743,134219,shop_2,gazoza,can,330ml,0.18,93035
744,134219,shop_2,lemon-boost,glass,500ml,0.95,23799
745,134219,shop_2,lemon-boost,can,330ml,0.62,19367
746,164250,shop_6,kinder-cola,plastic,1.5lt,3.32,15672
747,164250,shop_6,kinder-cola,can,330ml,0.9,25115
748,164250,shop_6,adult-cola,glass,500ml,1.43,21190
749,164250,shop_6,adult-cola,can,330ml,0.61,51721
750,164250,shop_6,orange-power,plastic,1.5lt,1.88,28301
751,164250,shop_6,orange-power,can,330ml,0.4,75257
752,164250,shop_6,gazoza,glass,500ml,0.5,99073
753,164250,shop_6,gazoza,plastic,1.5lt,0.39,87853
754,164250,shop_6,gazoza,can,330ml,0.24,117297
755,164250,shop_6,lemon-boost,plastic,1.5lt,2.42,21898
756,164250,shop_6,lemon-boost,can,330ml,0.62,28846
757,346502,shop_4,kinder-cola,glass,500ml,1.55,12310
758,346502,shop_4,kinder-cola,plastic,1.5lt,2.85,15834
759,346502,shop_4,kinder-cola,can,330ml,0.75,19931
760,346502,shop_4,adult-cola,glass,500ml,1.05,33152
761,346502,shop_4,adult-cola,plastic,1.5lt,2.49,19979
762,346502,shop_4,adult-cola,can,330ml,0.89,16813
763,346502,shop_4,orange-power,glass,500ml,0.8,49846
764,346502,shop_4,orange-power,plastic,1.5lt,1.7,29029
765,346502,shop_4,orange-power,can,330ml,0.43,55656
766,346502,shop_4,gazoza,glass,500ml,0.61,51119
767,346502,shop_4,gazoza,plastic,1.5lt,0.79,47744
768,346502,shop_4,gazoza,can,330ml,0.22,84047
769,346502,shop_4,lemon-boost,glass,500ml,0.91,27920
770,346502,shop_4,lemon-boost,plastic,1.5lt,2.24,18083
771,346502,shop_4,lemon-boost,can,330ml,0.54,26561
772,672130,shop_3,kinder-cola,glass,500ml,1.36,9964
773,672130,shop_3,kinder-cola,can,330ml,0.77,14054
774,672130,shop_3,adult-cola,glass,500ml,1.18,14567
775,672130,shop_3,adult-cola,plastic,1.5lt,3.34,7419
776,672130,shop_3,adult-cola,can,330ml,0.98,7251
777,672130,shop_3,orange-power,glass,500ml,0.87,22821
778,672130,shop_3,orange-power,plastic,1.5lt,1.38,22176
779,672130,shop_3,orange-power,can,330ml,0.39,45196
780,672130,shop_3,gazoza,glass,500ml,0.56,35479
781,672130,shop_3,gazoza,plastic,1.5lt,0.35,41312
782,672130,shop_3,lemon-boost,glass,500ml,0.9,19198
783,672130,shop_3,lemon-boost,can,330ml,0.58,16294
784,137540,shop_5,kinder-cola,glass,500ml,1.4,9632
785,137540,shop_5,kinder-cola,plastic,1.5lt,3.86,6799
786,137540,shop_5,kinder-cola,can,330ml,1.01,7791
787,137540,shop_5,adult-cola,can,330ml,0.63,21386
788,137540,shop_5,orange-power,glass,500ml,0.62,41586
789,137540,shop_5,orange-power,plastic,1.5lt,2.06,15531
790,137540,shop_5,gazoza,plastic,1.5lt,0.74,35265
791,137540,shop_5,gazoza,can,330ml,0.33,43642
792,137540,shop_5,lemon-boost,plastic,1.5lt,2.8,6822
793,137540,shop_5,lemon-boost,can,330ml,0.4,33340
794,134219,shop_2,orange-power,can,330ml,0.36,63183
795,164250,shop_6,kinder-cola,glass,500ml,1.38,21310
796,137540,shop_5,orange-power,can,330ml,0.59,20140
797,134219,shop_2,orange-power,plastic,1.5lt,2.09,17097
798,164250,shop_6,orange-power,glass,500ml,0.77,65076
799,137540,shop_5,lemon-boost,glass,500ml,0.88,20362
800,672130,shop_3,lemon-boost,plastic,1.5lt,2.21,11509
801,137540,shop_5,adult-cola,glass,500ml,1.22,13783
802,137540,shop_5,adult-cola,plastic,1.5lt,2.98,9269
803,134219,shop_2,lemon-boost,plastic,1.5lt,2.08,19764
804,164250,shop_6,lemon-boost,glass,500ml,0.9,36908
805,672130,shop_3,gazoza,can,330ml,0.32,33084
806,672130,shop_3,kinder-cola,plastic,1.5lt,3.53,5762
807,137540,shop_5,gazoza,glass,500ml,0.54,42234
808,164250,shop_6,adult-cola,plastic,1.5lt,2.91,23363
809,672130,shop_1,adult-cola,plastic,1.5lt,2.44,15878
810,672130,shop_1,kinder-cola,glass,500ml,1.39,9719
811,672130,shop_1,kinder-cola,plastic,1.5lt,3.42,7398
812,672130,shop_1,kinder-cola,can,330ml,0.8,12887
813,672130,shop_1,adult-cola,glass,500ml,1.35,13165
814,672130,shop_1,adult-cola,plastic,1.5lt,2.22,14973
815,672130,shop_1,adult-cola,can,330ml,0.8,16301
816,672130,shop_1,orange-power,plastic,1.5lt,2.08,14903
817,672130,shop_1,orange-power,can,330ml,0.44,29299
818,672130,shop_1,gazoza,plastic,1.5lt,0.82,31662
819,672130,shop_1,gazoza,can,330ml,0.27,57172
820,672130,shop_1,lemon-boost,glass,500ml,0.92,14355
821,672130,shop_1,lemon-boost,plastic,1.5lt,2.3,10322
822,672130,shop_1,lemon-boost,can,330ml,0.67,12920
823,134219,shop_2,kinder-cola,glass,500ml,1.1,16483
824,134219,shop_2,kinder-cola,plastic,1.5lt,3.42,9484
825,134219,shop_2,kinder-cola,can,330ml,0.85,16925
826,134219,shop_2,adult-cola,glass,500ml,1.13,20320
827,134219,shop_2,adult-cola,plastic,1.5lt,3.2,13376
828,134219,shop_2,orange-power,glass,500ml,0.63,43204
829,134219,shop_2,orange-power,plastic,1.5lt,2.11,15553
830,134219,shop_2,orange-power,can,330ml,0.31,51986
831,134219,shop_2,gazoza,glass,500ml,0.47,54619
832,134219,shop_2,gazoza,plastic,1.5lt,0.93,36455
833,134219,shop_2,gazoza,can,330ml,0.24,57589
834,134219,shop_2,lemon-boost,glass,500ml,0.93,23888
835,134219,shop_2,lemon-boost,plastic,1.5lt,2.27,15505
836,134219,shop_2,lemon-boost,can,330ml,0.62,20537
837,164250,shop_6,kinder-cola,plastic,1.5lt,3.94,9179
838,164250,shop_6,kinder-cola,can,330ml,0.81,24774
839,164250,shop_6,adult-cola,glass,500ml,1.27,20019
840,164250,shop_6,adult-cola,plastic,1.5lt,2.97,18951
841,164250,shop_6,adult-cola,can,330ml,0.63,35773
842,164250,shop_6,orange-power,glass,500ml,0.68,49521
843,164250,shop_6,orange-power,plastic,1.5lt,1.39,41490
844,164250,shop_6,orange-power,can,330ml,0.51,46732
845,164250,shop_6,gazoza,glass,500ml,0.5,71371
846,164250,shop_6,gazoza,plastic,1.5lt,0.8,49139
847,164250,shop_6,gazoza,can,330ml,0.27,81654
848,164250,shop_6,lemon-boost,glass,500ml,0.73,35038
849,164250,shop_6,lemon-boost,plastic,1.5lt,2.15,16151
850,164250,shop_6,lemon-boost,can,330ml,0.47,35480
851,346502,shop_4,kinder-cola,glass,500ml,1.21,16794
852,346502,shop_4,kinder-cola,plastic,1.5lt,3.53,7926
853,346502,shop_4,kinder-cola,can,330ml,0.75,16046
854,346502,shop_4,adult-cola,glass,500ml,1.24,20052
855,346502,shop_4,adult-cola,plastic,1.5lt,3.14,13413
856,346502,shop_4,orange-power,glass,500ml,0.94,33258
857,346502,shop_4,orange-power,plastic,1.5lt,2.03,19880
858,346502,shop_4,orange-power,can,330ml,0.45,40801
859,346502,shop_4,gazoza,glass,500ml,0.52,55524
860,346502,shop_4,gazoza,plastic,1.5lt,1.04,28805
861,346502,shop_4,gazoza,can,330ml,0.3,56685
862,346502,shop_4,lemon-boost,glass,500ml,0.9,19429
863,346502,shop_4,lemon-boost,plastic,1.5lt,1.39,24516
864,346502,shop_4,lemon-boost,can,330ml,0.64,20510
865,672130,shop_3,kinder-cola,glass,500ml,1.49,6713
866,672130,shop_3,kinder-cola,plastic,1.5lt,3.92,4722
867,672130,shop_3,kinder-cola,can,330ml,0.92,7377
868,672130,shop_3,adult-cola,glass,500ml,1.14,14741
869,672130,shop_3,adult-cola,plastic,1.5lt,2.36,13824
